video_id,first_trending_ts,views_day1,likes_day1,dislikes_day1,comments_day1,likes_ratio,comments_ratio,category_name,days_trending(target)
lklTc_DTE8Q,2018-01-04,392159,34310,400,1490,0.9884759435321233,0.003799479292837854,Howto & Style,6
lpFEpDPf490,2018-05-12,388249,20354,1037,1051,0.9515216679912113,0.0027070256459128033,People & Blogs,10
lpkRFHSpvGI,2018-01-29,3289546,41789,4437,9974,0.9040150564617315,0.0030320293438669045,Entertainment,6
lq0WUudJiSM,2018-04-19,612091,15889,440,1527,0.9730540755710698,0.0024947270912331664,Comedy,1
lqTKup-wpEU,2018-04-14,2833561,146180,3150,12614,0.978905779146856,0.004451642297448335,Howto & Style,4
lr4MmmWQtZM,2018-01-29,182250,10340,139,1289,0.9867353755129307,0.007072702331961591,People & Blogs,2
lrWRy9BBp-c,2018-01-21,1251611,42261,2781,9764,0.9382576262155322,0.00780114588318575,Entertainment,6
lsfzA7sWlOM,2017-11-14,154872,7683,164,1734,0.9791002931056455,0.011196342786300946,Gaming,2
lsyXtbi9znw,2018-01-05,439440,8506,1069,1013,0.888355091383812,0.0023052066266156927,Entertainment,5
ltzy5vRmN8Q,2018-01-25,914385,45709,3246,6945,0.9336942089674191,0.007595268951262324,Entertainment,8
luZEZgZNFAg,2017-11-21,123251,3601,149,400,0.9602666666666667,0.003245409773551533,Howto & Style,1
lw_KFCgcvA4,2017-12-15,52587,3561,76,160,0.9791036568600495,0.003042577062772168,Howto & Style,5
lxSWRdgD4Ho,2017-12-29,40389,1215,288,583,0.8083832335329342,0.014434623288519152,Entertainment,7
lyavSkF30Rs,2017-12-03,50494,424,24,167,0.9464285714285714,0.00330732364241296,Entertainment,4
lzEctvL0vrg,2018-01-25,176785,10242,77,1016,0.9925380366314566,0.005747093927652233,Education,5
lzZadh-D8Tk,2018-01-12,54142,834,74,63,0.9185022026431718,0.001163606811717336,Entertainment,5
lzgQrHFDNLE,2017-11-16,177648,6932,786,697,0.8981601451153148,0.003923489147077366,Education,1
lzuWvKn80V8,2017-12-12,149231,16777,240,1179,0.9858964564846918,0.007900503246644463,Comedy,6
m-Tp8-CAxPI,2018-02-15,28626,167,44,55,0.7914691943127962,0.0019213302592049186,Science & Technology,6
m0AZ5LKlGyk,2018-01-27,785922,1639,258,455,0.863995782814971,0.0005789378589732823,People & Blogs,5
m1-rpd3S-48,2018-03-24,1496990,137646,1872,8487,0.9865823764675525,0.005669376548941543,Music,15
m3b7A5JLO7I,2017-12-21,8697,78,11,22,0.8764044943820225,0.00252960791077383,Entertainment,1
m4-sL1r9i1I,2018-02-17,528605,67741,354,2833,0.9948013804244071,0.0053593893360827085,Music,9
m4faDISwSVo,2018-02-10,1355968,77003,1572,18753,0.9799936366528794,0.013829972388728937,Film & Animation,10
m6lY1GXTu5M,2018-05-16,2015271,156034,1161,5873,0.9926142689016826,0.0029142482574303903,Comedy,1
m7CtnR47w20,2017-11-28,203696,14631,165,1373,0.9888483373884833,0.0067404367292435785,Science & Technology,6
m7Ege1M5Pag,2018-03-30,754674,14050,765,5282,0.9483631454606818,0.0069990485958175315,Education,6
m7b8hitvfoE,2018-03-10,575067,12318,191,1169,0.9847309936845471,0.002032806612099112,Music,12
m7lFyINZlBs,2018-04-14,1048231,9906,2336,2564,0.8091815062898219,0.002446025732877581,Entertainment,11
m8Dqg8iz5Fo,2018-05-01,557246,28234,378,3828,0.9867887599608556,0.006869497493028213,Howto & Style,14
mA4NVRV1FGU,2018-01-24,159122,6749,380,756,0.9466965913872913,0.004751071504883046,Howto & Style,5
mAfkkgw_-68,2018-05-15,1207080,28615,598,1537,0.9795296614520932,0.0012733207409616595,Howto & Style,3
mB2UTIkgY1I,2018-01-20,41472,94,9,48,0.912621359223301,0.0011574074074074073,News & Politics,6
mB7hkJ33044,2018-04-23,1689482,7324,559,2254,0.9290879106938983,0.0013341367354017385,Sports,10
mBMxFIEub34,2018-03-19,262661,6044,121,545,0.9803730738037307,0.002074917859903069,Entertainment,9
mBbY2axJcWw,2018-04-16,215289,1904,52,189,0.9734151329243353,0.0008778897203294177,People & Blogs,5
mBrdEYW0Vno,2018-01-05,585791,72133,869,5471,0.9880962165420125,0.009339508459501768,Music,5
mD4jp2HHu0g,2018-04-14,3382977,196549,3042,36736,0.9847588318110536,0.010859074714371395,Film & Animation,14
mDRifR9HdK8,2017-12-31,38257,2120,45,94,0.9792147806004619,0.0024570666806074705,Pets & Animals,9
mE5bohQxxx0,2018-03-31,180566,6249,185,1954,0.9712465029530618,0.010821527862388268,Education,3
mE9oqeXj4WY,2018-01-12,945925,101382,859,11024,0.9915982824894123,0.01165420091444882,People & Blogs,5
mEAZB6QEJwQ,2017-12-20,498117,4293,222,1712,0.9508305647840531,0.0034369435293314624,Sports,1
mEtJAblVxxU,2018-02-14,318771,41658,456,4787,0.9891722467587976,0.015017049857107454,Entertainment,7
mF6vwuGWQZU,2018-03-08,209689,8514,218,1418,0.9750343563902886,0.006762395738450753,Howto & Style,4
mFtsqERWiCA,2018-05-01,196191,2835,84,870,0.9712230215827338,0.004434454179855345,Sports,2
mG9kK9TgxkQ,2017-12-07,37447,154,33,30,0.8235294117647058,0.0008011322669372713,Entertainment,5
mH-Sx0lEGjA,2017-11-23,348854,12055,93,808,0.9923444188343761,0.0023161551823972205,Entertainment,2
mHaJ8xsWD3s,2017-11-18,53502,1747,87,374,0.9525627044711014,0.006990392882509065,Howto & Style,2
mIxlvVlOIS0,2017-12-06,539308,54737,556,5556,0.989944477601143,0.010302090827504877,Music,6
mKpW_rj0tuI,2017-12-31,143663,13856,199,1164,0.9858413376022768,0.008102294954163564,Howto & Style,7
mLQJgecd5x0,2018-05-21,573028,3020,441,1142,0.8725801791389771,0.0019929218118486356,News & Politics,1
mLuzmXLORSg,2018-03-29,165417,566,54,68,0.9129032258064517,0.00041108229504827195,Comedy,10
mMJVmCSuxxo,2018-03-08,246040,18795,161,3370,0.991506646971935,0.013696959843927816,Howto & Style,8
mMtjGYdJOps,2018-03-02,764459,33314,520,1306,0.9846308447124195,0.00170839770347396,People & Blogs,14
mMzKvVtrC6U,2017-12-22,64293,2028,57,465,0.9726618705035971,0.007232513648453175,Entertainment,12
mN-rI2I0HaQ,2017-12-20,41407,3925,55,263,0.9861809045226131,0.006351583065665226,Howto & Style,7
mN4JWnTOSmg,2017-11-23,15117,165,4,28,0.9763313609467456,0.001852219355692267,People & Blogs,5
mNKwe9k55fs,2018-04-07,385958,6563,289,975,0.9578225335668418,0.002526181605252385,Film & Animation,11
mNhxFzR25Rs,2017-11-18,185707,7018,57,347,0.9919434628975266,0.001868534842520745,Entertainment,4
mNj27CgDAhQ,2017-12-06,300142,6662,331,990,0.9526669526669527,0.003298438738996875,Entertainment,6
mQ8sFRuDyiU,2017-12-10,35372,1513,51,116,0.967391304347826,0.0032794300576727354,Entertainment,5
mQdBJGlnQYs,2018-01-13,913481,36609,433,1984,0.9883105663841045,0.0021719116215881884,Entertainment,4
mRo6MnXObuE,2018-01-12,953710,90462,1372,7389,0.9850599995644315,0.007747638170932464,Comedy,1
mSVkk9lLv1Y,2018-01-17,810366,18991,365,5528,0.9811427980987807,0.0068216090013648156,Comedy,6
mTHLyCqtLJE,2018-01-14,317717,25526,484,3992,0.9813917723952326,0.012564640859632943,Howto & Style,6
mUSv8b-V5I4,2018-02-01,938191,22331,1144,8316,0.9512673056443024,0.008863866739288694,Autos & Vehicles,6
mUcUy7SqdS0,2017-11-29,72485,4714,41,547,0.9913774973711882,0.007546388908049941,Science & Technology,3
mXJ7wX6CVDk,2018-02-03,158882,4236,223,1019,0.9499887867234806,0.0064135647839276945,Entertainment,7
mXiFHDfvn4A,2018-02-16,1137333,55353,1180,3298,0.9791272354200201,0.002899766383284403,People & Blogs,9
mZpGOQ7tBKE,2017-11-17,218153,5155,308,655,0.9436207212154494,0.00300247991088823,Science & Technology,3
maAa7J3iEM8,2017-12-28,698883,18670,1251,3065,0.9372019476933889,0.004385569544544652,Entertainment,9
maaWSIlDizs,2018-02-03,1002503,10687,455,733,0.9591635253993896,0.0007311698817858899,Comedy,4
mbAPZq5HFAE,2018-01-14,89657,4276,138,490,0.9687358405074762,0.0054652732078923,People & Blogs,6
mcsTWPSMDtg,2018-02-08,170447,13995,652,1471,0.9554857650030723,0.008630248699009076,People & Blogs,9
md0K_eRSHAE,2018-02-07,55323,260,15,160,0.9454545454545454,0.0028921063572112863,Science & Technology,7
mddRihBrWOk,2018-02-12,3381203,172716,4081,7127,0.9769170291351098,0.0021078296689077823,Comedy,8
mdyegeGkdL4,2018-01-29,151917,4323,689,2039,0.8625299281723863,0.013421802694892605,Entertainment,2
me5ifeBFaFo,2017-12-05,481783,18336,188,997,0.9898510041027856,0.002069396388000407,Entertainment,8
mebZJFd8_Vw,2017-12-08,443919,17490,513,2682,0.9715047492084653,0.006041642732120049,Gaming,6
melV2fR6-T0,2018-01-30,357838,7074,608,1153,0.9208539442853424,0.0032221284491865034,Howto & Style,6
mewW_pRSgEc,2017-11-23,1382432,16481,916,2497,0.9473472437776628,0.0018062371241406448,Comedy,2
mh_hSkw9n_Y,2018-02-02,386468,948,42,100,0.9575757575757575,0.0002587536354885786,Science & Technology,3
mhog9LEMCDY,2018-03-25,465835,36824,787,2951,0.9790752705325569,0.006334861055953288,Entertainment,14
mi3Uq16_YQg,2018-04-15,114808,2225,100,451,0.956989247311828,0.003928297679604209,Science & Technology,6
mjBIsBPG1N8,2017-11-17,76491,3849,95,217,0.9759127789046653,0.0028369350642559257,People & Blogs,4
mkpINSUnDpA,2017-12-08,1423146,20731,424,2881,0.9799574568659891,0.0020243882215879466,Entertainment,6
mkz1zoo15zI,2018-05-15,472999,3505,163,1511,0.9555616139585605,0.003194509924968129,Sports,2
mlCflbej6EM,2017-12-08,895352,141731,2413,11279,0.9832597957597957,0.012597280175841457,Film & Animation,1
mlJGtSg5oRw,2018-03-01,1197477,49849,885,3459,0.9825560767926834,0.0028885732252059955,People & Blogs,14
mlpS-ph8-Ec,2018-01-08,98835,4706,46,452,0.9903198653198653,0.004573278696817929,Sports,2
mnT4MDdEazs,2017-12-28,852106,25007,318,1873,0.9874432379072063,0.002198083337049616,Entertainment,9
mniFYSyH7HE,2018-03-05,228317,7314,545,1227,0.9306527548034101,0.005374107052913274,Entertainment,8
moc_dHHp4LQ,2017-12-29,638453,32241,317,3861,0.9902635297008415,0.006047430272862685,Pets & Animals,6
mrORbZ2dS08,2017-12-06,112186,7987,278,863,0.9663641863278887,0.007692581962098657,Music,7
mrSUROagyDc,2018-01-14,197815,2351,603,2874,0.7958700067704807,0.014528726335212194,News & Politics,6
ms7t4CnjW1k,2018-02-26,43226,1756,135,180,0.928609201480698,0.004164160458983019,People & Blogs,7
msfPaXGuSbo,2017-12-19,168675,2412,186,1286,0.9284064665127021,0.0076241292426263525,Film & Animation,8
mt22NvsTRG0,2018-01-14,42194,1384,66,142,0.9544827586206897,0.0033654074038962888,Nonprofits & Activism,3
mto2mNFbrps,2017-12-29,265204,2419,264,216,0.9016026835631755,0.0008144673534335832,Film & Animation,8
muAPJiMho2Y,2017-12-18,701821,21102,290,2299,0.9864435302916978,0.003275764048097734,Autos & Vehicles,6
mv73u5qHf08,2017-12-08,83530,807,63,141,0.9275862068965517,0.0016880162815754818,Comedy,1
mwgUesU1pz4,2018-03-23,513336,9520,350,738,0.9645390070921985,0.0014376548693253541,Film & Animation,14
mwiKZ4qmRnQ,2017-12-20,206123,10558,365,967,0.9665842717202234,0.004691373597318106,Howto & Style,8
mwpHSMv1pI4,2017-11-14,359120,15130,223,1143,0.9854751514362013,0.0031827801292047225,Comedy,1
n-1QWWaRUZI,2018-01-12,1314250,2136,144,557,0.9368421052631579,0.000423815864561537,Entertainment,3
n-H6zIeMiUs,2018-03-05,846310,14217,968,5345,0.9362528811326968,0.0063156526568278765,Education,14
n-To9W4AA2k,2018-02-04,370424,26915,532,1996,0.9806171894924764,0.0053884197568192125,Howto & Style,6
n0j_CX1S2es,2018-02-10,403613,14188,814,2102,0.9457405679242767,0.005207959109344843,Sports,10
n11raFYFfm4,2018-01-04,186023,3442,106,159,0.9701240135287486,0.0008547330168850088,Entertainment,1
n1PrGpIekYY,2018-02-14,675900,125514,641,9885,0.9949189489120527,0.014624944518419884,Music,7
n30k5CwLhS4,2017-11-14,50867,715,238,246,0.7502623294858342,0.0048361413096899755,Film & Animation,4
n47bRyBKjsw,2017-11-20,50934,1349,40,138,0.9712023038156947,0.0027093886205677934,Howto & Style,1
n4GynhABYdU,2017-12-16,92578,15232,45,1015,0.997054395496498,0.010963727883514442,Howto & Style,6
n5IdKE3rhII,2018-04-15,177544,6857,77,192,0.9888952985289876,0.0010814220700220791,Howto & Style,14
n6gD02uqx5Q,2018-02-02,73761,2107,111,917,0.9499549143372408,0.012432044034110166,Entertainment,4
n6xzsLDzyBk,2017-11-20,18916,1425,28,180,0.9807295251204404,0.009515753859166844,Comedy,1
n9JVbbRBqfY,2018-03-01,681226,21024,352,2973,0.9835329341317365,0.004364190444874389,Travel & Events,14
nAsrsMPftOI,2018-04-14,325676,17895,188,1660,0.9896034949952994,0.00509709035974404,Education,3
nCMGU846iTI,2018-02-16,185045,7180,60,885,0.9917127071823204,0.004782620443675863,Howto & Style,9
nCPIKP_84qs,2018-01-23,1931851,116455,1235,12018,0.9895063301894809,0.006220976669525756,Film & Animation,1
nCwHHLfxA7g,2018-02-15,1403969,56155,2739,2506,0.9534927157265596,0.001784939695961948,Comedy,8
nE_TyW-7F4Q,2018-02-06,1829943,23227,2380,2907,0.9070566641933846,0.0015885740703398957,Comedy,2
nFpEuUY-zQ0,2018-02-20,731035,3863,396,707,0.9070204273303593,0.0009671219572250303,People & Blogs,9
nGv8FK28g4s,2017-11-26,152198,8093,284,1145,0.9660976483227885,0.0075230949158333225,Howto & Style,6
nHO50-7l-Vg,2018-02-19,1508915,43951,830,2845,0.9814653536097898,0.001885460744972381,Entertainment,2
nHaBEgkMQVw,2017-12-20,138477,18774,163,2392,0.9913925120135185,0.01727362666724438,Howto & Style,10
nIne06IQd_U,2018-01-12,115934,4148,200,728,0.954001839926403,0.006279434850863423,Howto & Style,5
nMbUA7dghlk,2017-12-01,1355237,52745,862,4155,0.9839200104463969,0.0030658844172642865,People & Blogs,7
nPtNK9kitO4,2017-12-18,373253,14688,117,455,0.99209726443769,0.001219012305326414,Entertainment,1
nQtcl7kCkzg,2018-02-18,293441,4448,101,815,0.9777973180918883,0.0027773896626579106,Sports,6
nRJuIrO9GaU,2018-01-12,279691,2827,543,1545,0.8388724035608308,0.005523953219803283,Comedy,6
nRLP9BoSQo4,2017-12-21,7260,205,14,23,0.9360730593607306,0.0031680440771349864,News & Politics,1
nRafaCcfrcI,2017-11-17,2935330,281095,2679,16009,0.9905593888094046,0.005453901264934437,Entertainment,5
nT39kZDAx_s,2018-03-15,163442,10918,163,2569,0.9852901362692897,0.01571811407104661,Entertainment,11
nUDX6OCXEyc,2018-01-29,176544,7552,223,1815,0.9713183279742765,0.010280723219140838,Pets & Animals,6
nUgMn2ntSh4,2018-01-27,40366,1324,27,253,0.9800148038490007,0.0062676509934102955,Howto & Style,2
nUmO7rBMdoU,2018-01-06,61251,1291,60,233,0.9555884529977794,0.003804019526211817,Film & Animation,5
nUnJQWO4YJY,2017-12-13,297923,17984,978,3072,0.948423162113701,0.010311389184453701,News & Politics,3
nUv22OHdjQU,2017-11-21,1136686,12260,3978,6087,0.7550190910210617,0.0053550408820025935,Music,2
nVHcXZK7pKs,2017-12-06,5416778,370515,5326,26423,0.9858291139072107,0.004877992046194251,Entertainment,3
nVrkQyLS4oE,2017-11-29,148406,15765,115,1175,0.9927581863979849,0.007917469644084471,Entertainment,8
nWZMfPP34g8,2017-12-21,2060541,108555,1646,32598,0.9850636564096514,0.015820117143992767,Pets & Animals,8
nWzHaRM8jeo,2018-04-06,410371,7180,506,536,0.9341660161332292,0.0013061351801175035,Film & Animation,10
nZI-zkjhtyg,2018-03-04,588553,33980,225,2998,0.993422014325391,0.0050938488122565006,Howto & Style,12
nZM9Ko806Bg,2017-12-22,267900,15931,223,1836,0.9861953695679089,0.006853303471444569,Science & Technology,12
n_S8d_1KVhU,2018-03-05,48505,2504,17,350,0.993256644188814,0.007215750953509947,Gaming,5
naOKPDCngMI,2017-12-30,38331,1891,19,200,0.9900523560209424,0.005217708904020245,Pets & Animals,6
nb42DxagyOE,2018-01-30,27234,997,13,139,0.9871287128712871,0.005103914224865977,Film & Animation,4
nc99ccSXST0,2017-11-14,817732,23663,778,3432,0.9681682418886297,0.004196974069744122,Science & Technology,6
ndb7Ez9m2YM,2018-04-15,281544,7567,72,214,0.990574682550072,0.0007600943369420056,Entertainment,13
nenhv6uTdmw,2017-11-21,9454,267,36,43,0.8811881188118812,0.004548339327268881,Science & Technology,1
nfbwPTsowEA,2017-11-19,467983,41915,860,3679,0.9798947983635301,0.007861396674665533,Entertainment,8
njivNmUuFZs,2018-01-03,37832,2587,29,295,0.988914373088685,0.007797631634595052,Howto & Style,6
nk-_RJcWd4M,2018-01-03,386151,23688,570,5299,0.9765025970813752,0.01372261110291052,Pets & Animals,5
nk3a7zq84Co,2018-02-01,359468,21732,183,2417,0.9916495550992471,0.006723825208363471,Howto & Style,5
nkXGohB02V0,2017-11-24,350853,20974,339,1064,0.9840942147984798,0.0030326090983973345,Pets & Animals,5
nkcy2nyPFDE,2018-04-24,114957,2552,40,146,0.9845679012345679,0.0012700401019511644,People & Blogs,8
nlHkUuWxDks,2018-02-10,178512,2967,343,494,0.8963746223564955,0.002767320964416958,Entertainment,1
nlIE1I6DxjI,2018-01-27,54209,3169,47,258,0.9853855721393034,0.004759357302292977,Music,6
nn8YGPZdCvA,2018-03-06,183758,10465,147,938,0.9861477572559367,0.005104539666300242,Education,11
noUH5aYUBx4,2017-12-16,1684275,23285,1510,2938,0.9391006251260334,0.0017443707233082484,Comedy,5
npCluN5VHF0,2017-11-29,37876,2724,31,276,0.9887477313974592,0.007286936318513042,People & Blogs,3
npcqBt_e4k0,2017-11-27,318249,4145,110,438,0.9741480611045829,0.001376280836703336,Entertainment,4
npojBTA-pcQ,2018-01-30,845262,29699,444,1829,0.9852702119895166,0.0021638261272836114,Music,1
nqP1x8VxrTU,2018-02-11,578843,38753,2033,2850,0.9501544647673221,0.004923614866207245,Howto & Style,9
nr0PF7PukJw,2018-01-08,522888,21911,856,1558,0.9624017217903106,0.002979605575190098,Comedy,3
nr5Pj6GQL2o,2018-04-14,1386354,12409,505,1705,0.9608951525476227,0.0012298446140019072,Science & Technology,10
nrB7aqfRzyE,2018-01-27,637942,793,38,137,0.9542719614921781,0.0002147530653256879,Film & Animation,1
nranUeNkXpM,2017-12-28,918375,46147,2653,4178,0.9456352459016394,0.004549339866612222,Comedy,10
nsZvmFUXkrI,2018-04-05,1618550,116412,3655,13185,0.9695586630797804,0.00814618022303914,Comedy,12
nsjPEcRq_0c,2018-03-25,775232,53794,462,3146,0.9914848127396049,0.004058140014860068,Entertainment,5
nt00QzKuNVY,2018-03-09,1290657,11157,149,682,0.9868211569078366,0.0005284130485481425,Science & Technology,14
nt7b-Qp34hk,2018-02-15,138218,7985,40,676,0.9950155763239875,0.004890824639337857,Comedy,6
nukwmfb8bII,2018-04-15,987557,23835,338,1046,0.9860174574938981,0.0010591793688870617,People & Blogs,4
nxWt9wDOr_0,2018-02-11,64643,835,91,374,0.9017278617710583,0.005785622573209783,News & Politics,8
nzNGEB1BQuM,2018-03-28,660186,52727,1066,6432,0.9801832952242857,0.009742708872953986,Howto & Style,11
nzPcwk6O1Ks,2018-03-16,197586,2679,113,533,0.9595272206303725,0.0026975595436923667,Entertainment,7
o-BODsf2T68,2018-03-30,514749,39161,202,1876,0.9948682773162615,0.003644494695472939,Music,11
o0a6y9-owCg,2018-01-08,679554,42681,1771,4692,0.960159272923603,0.006904528558436857,Film & Animation,4
o21-6NnDmzY,2018-02-23,33657,349,108,62,0.7636761487964989,0.0018421130819740322,Entertainment,7
o2e2B5wsFsQ,2018-02-19,23866,314,5,37,0.9843260188087775,0.0015503226347104667,Nonprofits & Activism,3
o2m06SDQJCI,2018-01-12,270163,4140,295,504,0.9334836527621195,0.001865540432997857,Education,4
o3T_o4WM-n8,2018-02-12,379347,16749,440,2445,0.9744022339868521,0.006445286241884079,Comedy,8
o3_jM-Ccb9g,2018-02-23,64484,3469,130,408,0.963878855237566,0.006327150921158737,Howto & Style,8
o495cZqcvAQ,2017-12-20,104831,352,72,0,0.8301886792452831,0.0,News & Politics,7
o4fHlldbRHo,2018-02-10,68835,6198,32,341,0.9948635634028893,0.004953875208832716,Comedy,6
o5kk-Yyz3OY,2018-02-02,42154,962,78,75,0.925,0.0017791905868956683,Howto & Style,4
o6XERmXsP-U,2018-05-04,299470,9906,127,598,0.9873417721518988,0.001996861121314322,Entertainment,7
o7Ax6SRTGks,2018-02-02,2734361,58264,1265,3625,0.9787498530128173,0.0013257210734061815,People & Blogs,1
o7OwzKm8aa0,2017-11-28,161404,16482,180,1649,0.9891969751530428,0.010216599340784616,Comedy,6
o7f1HVFpRPI,2018-05-21,261433,8872,204,696,0.9775231379462318,0.002662249983743445,Comedy,2
o7iL2KzDh38,2017-12-02,1418342,161738,1771,10485,0.9891687919319426,0.007392434264796502,Music,7
o8m2kXgCIMc,2017-12-12,51913,3022,56,146,0.98180636777128,0.0028123976653246776,Music,4
o9zRQijCN5w,2017-11-30,131445,10087,120,593,0.9882433623983541,0.004511392597664423,Music,7
oBVr0nUC5AA,2017-11-29,14645,536,17,199,0.969258589511754,0.013588255377261865,Music,5
oCAbvclXL6I,2018-02-25,99134,7924,159,621,0.9803290857354943,0.0062642483910666374,Entertainment,12
oCXvPWJClJg,2018-04-14,1578308,44927,3340,13058,0.9308015828619968,0.00827341684892936,Music,6
oD9XpUKD7y4,2017-12-15,635190,18475,595,5815,0.9687991609858416,0.009154741101087863,Science & Technology,6
oDYoV8-9v10,2018-01-22,518010,15809,465,1391,0.9714268157797714,0.002685276346016486,Education,6
oFBuCp19L7M,2017-12-04,868849,16083,332,1467,0.9797745964057265,0.0016884406841695162,Entertainment,2
oFfMN6lPnlA,2018-01-02,378862,19841,282,1584,0.9859861849624807,0.0041809418732942335,Entertainment,8
oFqHvacY9Kk,2017-12-13,26304,3294,19,213,0.9942650166012678,0.008097627737226278,Music,6
oGmIFXfgPM4,2018-01-26,130858,7612,26,260,0.9965959675307672,0.001986886548778065,Science & Technology,5
oI42BohDabU,2018-02-07,68970,4053,62,283,0.9849331713244228,0.004103233289836161,Entertainment,8
oJ6t7AImTdE,2018-02-27,43554,1483,36,102,0.9763001974983542,0.00234192037470726,Education,3
oJToMo97UOU,2018-03-11,162827,6862,157,813,0.9776321413306739,0.004993029411584074,Film & Animation,10
oKeF7K2VZtQ,2017-12-09,50799,2948,15,327,0.994937563280459,0.006437134589263568,People & Blogs,5
oKuPJ7zF0_k,2017-12-12,36848,982,6,33,0.9939271255060729,0.0008955709943551888,Entertainment,3
oLrOtjfn1rw,2018-03-25,264747,3353,143,291,0.959096109839817,0.001099162596743306,Entertainment,14
oMCijY1XGlQ,2018-05-16,5128311,340240,2414,35107,0.9929549924997227,0.006845723670034832,Gaming,4
oMOljrWUUXc,2018-02-05,778702,3671,106,400,0.9719353984643897,0.000513675321239704,Autos & Vehicles,9
oMupq6zB1Tc,2017-11-17,769769,6133,1124,2837,0.8451150613201047,0.003685521240787821,Entertainment,1
oOAohDViea4,2017-12-09,118233,13557,135,950,0.9901402278702892,0.008034981773278188,People & Blogs,6
oOZ_Q6qzXuw,2018-02-22,841844,19168,996,6605,0.950605038682801,0.007845871681689244,Autos & Vehicles,11
oPM3jxnoqhk,2017-12-13,81509,4580,149,478,0.9684922816663142,0.005864383074261738,Music,7
oQxKEtoHygY,2017-12-14,124338,8194,902,1507,0.9008355321020228,0.012120188518393412,Music,7
oRArmtMA9AI,2018-03-10,1965219,177806,3097,23450,0.9828803281316507,0.011932512356129266,Music,15
oRF2-ZloSqg,2017-11-16,845763,17929,502,2325,0.9727632792577723,0.0027489970594599196,Sports,1
oRQ4cTsr3_c,2018-02-14,91676,3323,89,256,0.973915592028136,0.0027924429512631442,Entertainment,8
oRSVrtKph_k,2018-01-20,1007920,129819,474,12163,0.9963620455435058,0.01206742598618938,Music,5
oRSm7DUvykk,2018-05-02,1187692,54917,1177,7522,0.9790173637109139,0.006333291796189584,Film & Animation,9
oRexsyztGS0,2018-05-15,963996,20323,1108,3323,0.9482991927581541,0.00344710973904456,Entertainment,15
oS2MW3YIJew,2018-02-14,604348,42637,558,2235,0.9870818381757148,0.0036982003746185974,Music,8
oSQZ9NiLoxg,2018-05-10,690347,8842,1029,1351,0.895755242629926,0.001956986848642784,Comedy,3
oSZDe6CrfN4,2018-03-09,150082,8303,230,629,0.9730458221024259,0.004191042230247465,Music,14
oVbqjIuZgIk,2018-01-12,89531,2232,65,275,0.9717022202873313,0.003071561805408183,Entertainment,6
oWXR-6YdJ_s,2018-02-07,79430,354,10,0,0.9725274725274725,0.0,Entertainment,4
oWithLP0VlQ,2017-11-29,2152261,7824,158,324,0.9802054622901528,0.0001505393630233508,Music,1
oX4YCoO6tK4,2017-12-03,1048933,41411,2778,9055,0.9371336758016701,0.008632581871292065,Howto & Style,7
oX8-6whswEA,2017-12-30,33856,2121,46,325,0.978772496538994,0.009599480151228733,Film & Animation,9
oXE-ssvbhQA,2017-12-09,533590,37514,317,2059,0.9916206285850229,0.003858767967915441,People & Blogs,6
oYL6kldXWkg,2017-12-08,316768,20125,595,3030,0.9712837837837838,0.009565360137387615,People & Blogs,6
oYe-QM8ZimI,2018-03-20,596482,45517,315,5077,0.993127072787572,0.00851157285550947,Entertainment,13
oYvw0GryNs8,2017-12-19,1629871,159941,2175,12628,0.9865836808211405,0.007747852437401488,Comedy,1
oZYryYLYIsM,2018-03-30,178121,9489,147,2116,0.9847447073474471,0.011879565014793314,Howto & Style,9
oZm_N6aSU0E,2018-01-25,583360,8669,253,158,0.9716431293431966,0.0002708447613823368,Entertainment,5
oaU82_uGTQg,2018-02-01,409337,10183,305,654,0.9709191456903128,0.0015977055580121025,Entertainment,1
obRG-2jurz0,2018-02-16,107702,5472,192,693,0.9661016949152542,0.006434420902118809,Nonprofits & Activism,6
obkLDeO58Wo,2018-01-12,907516,6113,192,441,0.9695479777954005,0.00048594184565340997,Autos & Vehicles,3
odHhIVjDgq8,2018-02-05,221067,3860,81,209,0.979446840903324,0.0009454147385181868,People & Blogs,7
oddXT5uaRb8,2017-11-19,1357577,172690,1923,9445,0.9889870742728205,0.00695724809716134,Music,3
oe9-_fD55ok,2018-02-08,469500,12929,3096,3892,0.806801872074883,0.008289669861554846,Entertainment,8
oeAEuiovVbg,2017-12-02,831481,18433,206,1057,0.988947904930522,0.0012712256804424875,Entertainment,5
of_i4P9QwyM,2018-01-23,167655,25862,145,2544,0.9944245779982313,0.01517401807282813,People & Blogs,4
og3aFSeEm94,2018-04-21,857701,40449,1358,5388,0.9675174013921114,0.00628190942997618,People & Blogs,14
ogYum4kWXgk,2017-11-14,69844,3417,33,160,0.9904347826086957,0.0022908195406906823,Entertainment,5
ogfYd705cRs,2018-05-09,853051,17455,1567,0,0.9176217011880979,0.0,Science & Technology,14
oh0k_4SAXpM,2018-04-15,1287715,37213,659,1872,0.982599281791297,0.0014537378224218868,People & Blogs,5
oiAe-vck-sc,2017-12-16,71423,8261,41,344,0.9950614309804866,0.00481637567730283,People & Blogs,6
oiC_HG3u-nk,2017-12-11,688274,5945,2455,6137,0.7077380952380953,0.008916507088746632,News & Politics,3
oidnwPIeqsI,2018-03-19,360043,11287,172,1291,0.9849899642202635,0.003585682821218577,Howto & Style,4
